cluster_id,event_id,n_pixel_triggered,n_tile_triggered,n_pixel_time_samples,n_tile_time_samples,pixel_charge,tile_charge,charge_ratio_pixel_over_tile,pixel_centroid_x,pixel_centroid_y,tile_centroid_x,tile_centroid_y,pixel_width_x,pixel_width_y,tile_width_x,tile_width_y,pixel_span_x,pixel_span_y,tile_span_x,tile_span_y,pixel_time_mean,pixel_time_width_moment,pixel_time_gauss_mean,pixel_time_gauss_sigma,pixel_time_gauss_amp,pixel_time_gauss_baseline,pixel_time_gauss_success,tile_time_mean,tile_time_width_moment,tile_time_gauss_mean,tile_time_gauss_sigma,tile_time_gauss_amp,tile_time_gauss_baseline,tile_time_gauss_success,pixel_time_min,pixel_time_max,tile_time_min,tile_time_max,dominant_segment_id,drift_length,matched_tile_global_rows
352,1,4,1,10,6,4032.7982482910156,4366.2506980896,0.9236295685118396,-953.3662259645117,-457.5382636303994,-955.0,-455.0,0.21119779219770501,0.24705443648851608,0.0,0.0,0.5,0.5,0.0,0.0,-2078.5436926110992,0.653487833158057,,,,,False,-2078.547974262103,0.8393237464014717,-2078.564688965095,0.7478925384703394,2234.321751738191,29.632062162603997,True,-2079.76806640625,-2077.76806640625,-2080.76806640625,-2075.76806640625,17565,637.5276489257812,1483
353,1,3,1,9,9,2377.0160064697266,3045.9671325683594,0.7803813708473691,-783.711654410963,-515.3669139161216,-785.0,-515.0,0.13305040518504685,0.2116319783914993,0.0,0.0,0.5,0.5,0.0,0.0,-2059.9991637488947,1.245958024879312,-2060.178475038736,92.52738860587671,1146129.8590958458,-1145509.3256520652,True,-2059.9028282329687,1.7590893928117488,-2059.947745887671,1.5493110209171614,655.0273737804057,56.735440580097496,True,-2061.76806640625,-2057.76806640625,-2063.76806640625,-2055.76806640625,18109,-0.08843994140625,2091
354,1,3,1,20,10,46766.73027038574,47774.037017822266,0.9789151846836652,-756.2565283058328,-366.9492277093625,-755.0,-365.0,0.05675856005357957,0.24479006210101883,0.0,0.0,0.5,0.5,0.0,0.0,-2046.7511133794587,1.5095151279710783,-2046.5820436488395,1.4946950679888018,12159.568449235721,146.2040331078238,True,-2046.7207382306328,1.519734589022117,-2046.5833972811226,1.5180698060003592,12435.856392942958,50.10277159223364,True,-2050.76806640625,-2042.76806640625,-2050.76806640625,-2041.76806640625,11196,-16.352944586132512,2228
355,1,3,1,12,8,8581.359359741211,9317.215522766113,0.9210218802788368,-927.8770596211032,-514.8004254912339,-925.0,-515.0,0.2176824826133306,0.1505656516299891,0.0,0.0,0.5,0.5,0.0,0.0,-1957.032865210169,0.9070192869612163,-1957.0512516301626,0.9206276331165643,3680.5905817778716,28.516143385590123,True,-1957.030868335881,0.9761124473117543,-1957.062042200555,0.9279138440043135,3952.351506159925,15.708972913660327,True,-1958.76806640625,-1954.76806640625,-1959.76806640625,-1952.76806640625,17106,585.9276741297798,1578
356,1,4,1,12,10,4785.447845458984,7581.828323364258,0.6311733319932987,-763.7720533802931,-457.8439855211629,-765.0,-455.0,0.16766587109831796,0.19534452230147942,0.0,0.0,1.0,0.5,0.0,0.0,-1912.6345973041919,1.2641425425133428,-1912.7419769665444,1.0840032407070337,1337.958091506998,196.6946356632639,True,-1912.6966737718744,2.0346057101985027,-1912.8638476634042,1.9314069968268266,1342.9199968411926,115.99626383483222,True,-1914.76806640625,-1909.76806640625,-1916.76806640625,-1907.76806640625,18230,-28.382592013549676,2173
357,1,3,2,7,14,1783.8346862792969,4045.8209590911865,0.44090796511173347,-964.8000298745849,-592.6983275108188,-965.0,-591.867816468277,0.15003982451826983,0.15220446265606757,0.0,4.638023462729902,0.5,0.5,0.0,10.0,-1880.9344224399624,1.1673329471583185,-1881.2008329683842,0.25191696909182715,2045.6534805010315,230.79199373718146,True,-1880.3023729479064,2.382797767151076,-1879.2196839930086,79.05862236698752,126906.9893045219,-126365.50637085883,True,-1882.76806640625,-1878.76806640625,-1884.76806640625,-1876.76806640625,17479,654.7960205078124,1424;1426
358,1,2,1,6,5,2833.662643432617,3274.2039833068848,0.8654508570265286,-954.25,-400.89748123407253,-955.0,-405.0,0.0,0.22801294400254107,0.0,0.0,0.0,0.5,0.0,0.0,-1827.72991906801,0.7272601301961532,-1827.721686308086,0.5720694317915802,1570.4789589769364,147.15968387945543,True,-1827.6893816454615,0.8638875860184857,-1827.6436293800757,0.8156865711075069,1496.477625905885,48.911106689993225,True,-1829.26806640625,-1826.26806640625,-1829.26806640625,-1824.26806640625,17862,642.1668701171875,1489
359,1,2,1,5,4,14258.630432128906,14315.756385803223,0.9960095748953253,-826.0945668919481,-577.75,-825.0,-575.0,0.23142407598880557,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1771.5320205233343,0.48730017968023803,,,,,False,-1771.5104981806874,0.5244761909198649,-1771.5621950478971,0.4782484868847787,11735.118958035828,88.09217854059199,True,-1772.26806640625,-1770.26806640625,-1772.26806640625,-1769.26806640625,11327,-32.20790471310985,1943
360,1,4,1,14,10,5965.2724609375,8470.116394042969,0.7042727848619501,-919.2243651492836,-551.9384609963364,-915.0,-555.0,0.11027365862675716,0.2423075546244668,0.0,0.0,0.5,0.5,0.0,0.0,-1741.7274824698302,1.4268444441130637,-1741.6968910865126,2.2377430678764645,1945.2888484516068,-503.1869504497405,True,-1741.6393148142865,1.7753121714925653,-1741.6042497092133,1.9516766371812868,1888.2310108019158,-67.63272342561824,True,-1744.26806640625,-1739.26806640625,-1746.26806640625,-1737.26806640625,17682,645.9249262683949,1606
361,1,2,1,10,8,6920.83984375,7615.640590667725,0.9087666049039735,-992.25,-312.6063677275559,-995.0,-315.0,0.0,0.22624302538331237,0.0,0.0,0.0,0.5,0.0,0.0,-1668.1185829902763,1.135921210429618,-1668.1012317602742,0.9837899355291312,1831.2810868012748,489.06751666515305,True,-1668.073838823212,1.178270903868634,-1668.1269102808121,1.1788438125441147,2574.4774909304147,1.7963615925215954,True,-1670.26806640625,-1666.26806640625,-1671.26806640625,-1664.26806640625,17178,657.1026096337987,1355
362,1,4,1,11,9,3704.6458282470703,5369.355031967163,0.6899610486158901,-1036.242320040356,-484.59755870776945,-1035.0,-485.0,0.15785237453594872,0.23017884033584105,0.0,0.0,1.0,0.5,0.0,0.0,-1649.6202963314856,1.1880382021104423,-1649.5912480076643,1.3462702563911693,993.5102895925568,110.31720467663129,True,-1649.8703960193716,1.620546822854886,-1649.771372806496,1.8107064376475928,1316.2743098978824,-59.358068401567834,True,-1651.76806640625,-1647.76806640625,-1653.76806640625,-1645.76806640625,17718,654.2001753683294,1176
363,1,4,1,18,10,5388.831878662109,7617.532302856445,0.7074248804486709,-982.3619401523864,-390.473202538845,-985.0,-395.0,0.20842139639900134,0.24855964289410395,0.0,0.0,0.5,0.5,0.0,0.0,-1625.834206582305,1.4748544550835834,-1625.8521648587598,3.2623329497277678,2656.6203415032705,-1433.40949102161,True,-1625.856992269716,1.930493253536518,-1625.825150253243,2.22061576645658,1578.3028138396783,-96.38576380485526,True,-1628.26806640625,-1623.26806640625,-1630.26806640625,-1621.26806640625,17126,654.280842856976,1385
364,1,3,2,7,16,1482.5081024169922,2104.2213287353516,0.7045400035499059,-1029.9068896617314,-396.19489988235716,-1029.258055537586,-395.0,0.23201393257193126,0.1565695879063275,4.94464542861195,0.0,0.5,0.5,10.0,0.0,-1625.7934423542542,0.888474341473428,-1625.8016602344376,0.2361165367301078,3100.318155747739,200.14992809213038,True,-1626.0485955058878,1.6933486367655621,-1626.1547142999057,1.8758622333196617,463.3671969294498,0.10237495548758863,True,-1627.26806640625,-1624.26806640625,-1629.26806640625,-1622.26806640625,18323,-17.15283203125,1188;1223
365,1,4,1,12,8,4777.374084472656,5660.19700050354,0.8440296484464505,-876.9217158422837,-459.0088536622257,-875.0,-455.0,0.23742702173645422,0.24984317614294219,0.0,0.0,0.5,0.5,0.0,0.0,-1538.0044592416543,0.8663316097326089,-1537.981241720926,66.31957867003239,4661065.450865928,-4659184.774311319,True,-1537.9989922544808,1.0842094086078102,-1537.9180422370227,1.1008749901651378,2093.8289327699385,-14.56746483388015,True,-1539.26806640625,-1536.26806640625,-1541.26806640625,-1534.26806640625,18219,-14.9793701171875,1751
366,1,4,1,11,9,4130.616317749023,5267.490802764893,0.7841715291806249,-871.2070569683084,-317.15704318960906,-875.0,-315.0,0.14009786534753874,0.194518473666153,0.0,0.0,0.5,0.5,0.0,0.0,-1501.47068548138,1.4732347102997239,-1501.5761175795683,17.10774605727597,45940.49354187419,-45016.793920534175,True,-1501.787183270477,1.5605662295360214,-1501.8379800038163,1.8693485938480323,1367.745313618105,-116.20805355346738,True,-1503.76806640625,-1498.76806640625,-1505.76806640625,-1497.76806640625,17781,670.4012622049775,1762
367,1,2,1,7,7,8202.555435180664,9169.73257446289,0.8945250440589999,-1040.70776987756,-582.75,-1045.0,-585.0,0.13903840468996573,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1487.6426478748185,0.8299503768683361,-1487.7050098094708,1.0577248598661633,3908.5650924046686,-357.2003205009212,True,-1487.697547213856,1.0185312065496903,-1487.7052576482213,0.940517752855084,3796.538431410516,35.51052099239862,True,-1488.76806640625,-1485.76806640625,-1490.76806640625,-1483.76806640625,17416,676.3840201886397,1134
368,1,4,1,15,10,5821.471054077148,7779.535224914551,0.7483057645183541,-854.5960789646142,-451.2906253419664,-855.0,-455.0,0.23080041715442504,0.18171816971174606,0.0,0.0,0.5,1.0,0.0,0.0,-1428.5768567991606,1.3583066545784699,-1428.57100829693,92.05857284573119,2736314.5311319744,-2734867.2276392016,True,-1428.5299066274338,1.7675591673054811,-1428.539490860022,2.125348977546359,1785.7586996223545,-156.04697462324611,True,-1431.26806640625,-1426.26806640625,-1433.26806640625,-1424.26806640625,17393,651.6523313710043,1846
369,1,2,1,6,6,5515.309661865234,5766.657012939453,0.9564136811830085,-790.25,-385.18861218119065,-795.0,-385.0,0.0,0.1640897471096717,0.0,0.0,0.0,0.5,0.0,0.0,-1422.786667319755,0.7679060260909051,-1422.779343797572,31.383171198102282,1793644.0364544087,-1791127.474902811,True,-1422.742791376745,0.9337241523428069,-1422.8191478030997,0.8177438339596391,2643.7935190493076,62.94726493773707,True,-1424.26806640625,-1421.26806640625,-1424.26806640625,-1419.26806640625,17851,665.6305615372656,2069
370,1,3,1,10,8,5088.8231201171875,5626.357103347778,0.904461452880275,-942.7867210319827,-416.84979935539167,-945.0,-415.0,0.1304303714686594,0.19984935916644198,0.0,0.0,0.5,0.5,0.0,0.0,-1416.2723128328705,0.9797956136380341,-1416.2378011887001,1.08809620272882,2055.9433726698962,-84.32150904510438,True,-1416.1562232994331,1.1669684083784495,-1416.2548618062858,1.129559717939664,1976.9495163360984,4.082638846326165,True,-1418.26806640625,-1414.26806640625,-1419.26806640625,-1412.26806640625,18401,-27.50311279296875,1528
371,1,4,1,14,9,3752.120819091797,5093.555122375488,0.7366408586821998,-928.6787619359478,-470.955500002257,-925.0,-475.0,0.174768905289835,0.24600762224141584,0.0,0.0,0.5,0.5,0.0,0.0,-1400.0741602255048,1.2891584261298197,-1400.08353346945,0.9047979514022889,985.3226469325364,253.2645615962066,True,-1400.034888589405,1.7521879478030715,-1400.0508695007588,1.7755264763705028,1093.1767901308401,35.21267395713678,True,-1402.26806640625,-1397.26806640625,-1403.26806640625,-1395.26806640625,17978,-0.1755113819401353,1580
372,1,3,1,8,7,4416.400802612305,5206.593055725098,0.8482323767854474,-833.777077864031,-347.08955538756135,-835.0,-345.0,0.11316236695567297,0.23340915268844642,0.0,0.0,0.5,0.5,0.0,0.0,-1324.564752350511,0.8033109548196338,-1324.5709626343096,1.0689723808872085,2464.037190436334,-453.4674802836682,True,-1324.6204724429751,1.015133701737537,-1324.6723687903905,0.9710598313657206,2111.90698517412,9.765191532876138,True,-1326.26806640625,-1323.26806640625,-1327.26806640625,-1321.26806640625,18141,1.0919189453125,1937
373,1,3,1,5,7,1255.5094299316406,2504.357131958008,0.5013300275388568,-1012.3238308373399,-388.676857632107,-1015.0,-385.0,0.17738214715027284,0.1766957214125575,0.0,0.0,0.5,0.5,0.0,0.0,-1297.8091917120403,0.864347753635319,,,,,False,-1297.8452828486456,1.584509791872591,-1297.791873997382,1.730594226413002,542.9519202425506,34.84693101634693,True,-1298.76806640625,-1296.76806640625,-1300.76806640625,-1294.76806640625,17949,-1.16998291015625,1262
374,1,2,2,7,14,1762.2659606933594,3914.984146118164,0.4501336135526128,-849.580144443424,-548.75,-845.817529629775,-545.0,0.23680554931894088,0.0,2.7398798517799157,0.0,0.5,0.0,10.0,0.0,-1295.6894175573814,1.0051416309674377,-1295.6333283663753,58.95318321797519,715206.6428242233,-714635.6117567638,True,-1295.9336430946796,1.8401214989080603,-1296.217142961599,1.1783860354916547,214.5186874984417,189.56839892892802,True,-1297.26806640625,-1294.26806640625,-1299.26806640625,-1292.26806640625,17836,652.0232849121094,1835;1870
375,1,4,1,12,8,3876.386703491211,5824.161392211914,0.6655699322952703,-1019.143911899416,-363.0608970533278,-1015.0,-365.0,0.20442447311043271,0.24246968655070325,0.0,0.0,0.5,0.5,0.0,0.0,-1265.3608749376003,1.0002681074701263,-1265.551484432966,0.6839800664220274,758.3938304527173,645.0648885964988,True,-1265.4839742205772,1.6480037774868095,-1265.518279215852,1.7185328447945192,1311.0544524396726,35.83142263584029,True,-1266.76806640625,-1263.76806640625,-1268.76806640625,-1261.76806640625,17350,653.8235069349757,1266
376,1,4,1,11,6,4159.746658325195,4782.096252441406,0.8698584132850772,-864.5775297549194,-594.003888452273,-865.0,-595.0,0.2376744351042949,0.2499697580486892,0.0,0.0,0.5,0.5,0.0,0.0,-1258.8418376017466,0.7598411390845108,-1258.8123029122933,39.29873244728707,2144005.8620487093,-2142097.1979037146,True,-1258.8287596824923,1.0212857351584403,-1258.780477024529,0.9300127880451645,1863.9305712152673,73.34602543314925,True,-1260.26806640625,-1257.26806640625,-1261.26806640625,-1256.26806640625,17722,650.1538696289062,1766
377,1,5,1,12,10,2876.7286987304688,5040.325012207031,0.5707426984893622,-808.848889060168,-344.8066325284879,-805.0,-345.0,0.19916195385429444,0.249166295653119,0.0,0.0,0.5,1.0,0.0,0.0,-1258.090306230924,1.5629076847433405,-1257.7826700695741,1.4492562349608713,351.72016286812595,276.16930613671985,True,-1258.1636971399985,2.2504553380067898,-1257.9512720007635,1.634199462217959,702.9212826018621,216.74904495607618,True,-1260.76806640625,-1255.76806640625,-1262.76806640625,-1253.76806640625,17685,621.501953125,2045
378,1,4,2,12,11,5920.709274291992,6257.791122436523,0.9461340524876315,-850.0335127868527,-367.90497754761634,-850.7973249796453,-365.0,0.24774360358517217,0.2312373965062576,4.936017916988714,0.0,0.5,0.5,10.0,0.0,-1240.9448303570136,0.7134882132270359,-1241.0350634395722,0.12103832671929299,7666.9948793108415,674.2720077212833,True,-1241.0526434234853,0.9426383457134151,-1241.021333106865,0.7106778806351628,1409.6015673052525,112.4097805162963,True,-1242.26806640625,-1239.76806640625,-1243.76806640625,-1238.76806640625,18111,5.693576856743354,1854;1892
379,1,3,1,10,8,5323.438125610352,6154.061243057251,0.8650284609396807,-981.2154777472031,-543.3199703996689,-985.0,-545.0,0.1267649023203756,0.17346280005993026,0.0,0.0,0.5,0.5,0.0,0.0,-1222.267464256794,1.0630858416340143,-1222.310661814374,0.9657971511417996,1713.2142484014203,240.8679563712723,True,-1222.2948132404883,1.2415290870228903,-1222.2300841157569,1.2035585816569745,2015.6011602248425,10.365955840656286,True,-1224.26806640625,-1220.26806640625,-1226.26806640625,-1219.26806640625,17289,651.720757561517,1364
380,1,4,2,17,16,6854.601867675781,8785.842147827148,0.7801872321791045,-950.3286305236319,-454.5258509117744,-954.4546281507232,-455.0,0.18202335720807705,0.24865986881769342,2.2707461414222663,0.0,0.5,0.5,10.0,0.0,-1217.4746848299633,1.4003487600123765,-1217.6322913412444,1.5508960369464975,1576.4983652514497,177.65563580262187,True,-1217.511579350544,1.7735544483240353,-1217.1823009693069,3.337350695474577,1499.7255478790344,-586.3322607337434,True,-1219.76806640625,-1214.76806640625,-1221.76806640625,-1212.76806640625,17587,636.8863655539318,1484;1524
381,1,3,1,11,9,5220.595153808594,6240.941150665283,0.8365076721244326,-813.7646358830302,-462.5213096540846,-815.0,-465.0,0.08428364279656365,0.2490901416009791,0.0,0.0,0.5,0.5,0.0,0.0,-1197.3725812232476,1.0948322852892243,-1197.5422784399107,1.0625395986656239,1591.2460410616618,211.9004526480623,True,-1197.3797455364986,1.3934920779199798,-1197.3825503768944,1.2309256019464527,1866.155672916036,53.78204024188897,True,-1199.26806640625,-1195.26806640625,-1201.26806640625,-1193.26806640625,18014,16.173705096193867,1997
382,1,3,1,11,9,2822.2042694091797,4747.228668212891,0.5944951184480455,-851.7822850660589,-356.55908214651447,-855.0,-355.0,0.12288290173581584,0.24291829894688058,0.0,0.0,0.5,0.5,0.0,0.0,-1121.6985125909607,1.3370492454650702,-1121.5333660925342,87.05957529728371,634022.8839051366,-633372.4982895991,True,-1121.7528366826016,1.8826162281299985,-1121.6105877107257,1.6367766780790542,886.1973303163533,125.68388212590249,True,-1123.76806640625,-1119.76806640625,-1125.76806640625,-1117.76806640625,18196,20.29425048828125,1855
383,1,4,2,18,17,5959.699127197266,7279.473644256592,0.818699183271223,-905.494926726489,-320.39334616564986,-905.0,-324.417129257177,0.2499485184910727,0.22610829179491174,0.0,2.3428549091633553,0.5,0.5,0.0,10.0,-1102.5054451004978,1.3346550007944902,-1102.5053610739008,102.80329765868731,3598839.7379129706,-3597338.170177459,True,-1102.5766224635163,1.9163884922756735,-1102.516253071615,2.4768586247759665,1616.147848953912,-232.12241041046337,True,-1105.26806640625,-1100.26806640625,-1107.26806640625,-1098.26806640625,17422,653.5753250588192,1654;1655
384,1,2,1,6,5,5992.271575927734,6172.049697875977,0.9708722173753542,-965.3871563754593,-394.75,-965.0,-395.0,0.22308365336913155,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1063.850572088376,0.6478209417325403,,,,,False,-1063.8301837787237,0.6898299379794899,-1063.8464037844003,0.6951149944820401,3557.952386712054,-5.4761100242878165,True,-1064.76806640625,-1062.76806640625,-1065.76806640625,-1061.76806640625,17491,643.3354181688943,1454
385,1,3,1,10,8,3462.951934814453,4967.407421112061,0.6971346703104125,-1022.8797027057535,-347.7990798646234,-1025.0,-345.0,0.2191541945685214,0.1487652486310842,0.0,0.0,0.5,0.5,0.0,0.0,-1021.3891000871874,1.1401142213266091,-1021.5779977568637,0.8892685209745403,898.9326528371887,293.8973729642924,True,-1021.5125182802923,1.5333999122119282,-1021.4465361520474,1.599141787844387,1234.703408813657,10.121987699808265,True,-1023.26806640625,-1019.26806640625,-1025.26806640625,-1018.26806640625,17960,8.047454833984375,1230
386,1,4,1,12,9,2611.052444458008,3898.4659576416016,0.6697640745945049,-803.1547293599555,-534.0396110719149,-805.0,-535.0,0.19636401189565755,0.246841979780079,0.0,0.0,0.5,0.5,0.0,0.0,-996.5716978234201,1.1650839030179638,-996.5443448775659,0.8373546390918823,614.1967514418574,264.96157048866286,True,-996.8809929561936,1.858498890370659,-996.9747434681594,1.4200813936371315,748.6791993925066,137.45738401606602,True,-998.76806640625,-994.76806640625,-1000.76806640625,-992.76806640625,17458,656.5875244140625,2021
387,1,2,1,8,7,3574.331069946289,4105.198560714722,0.8706840892305079,-1008.25,-380.463686593037,-1005.0,-385.0,0.0,0.24734861324604207,0.0,0.0,0.0,0.5,0.0,0.0,-995.361464009137,0.9688736173827449,-995.3636351987599,1.7350462175846384,2299.29559778583,-996.0012393264828,True,-995.309220218433,1.2199365265999698,-995.4488145882328,1.1172725659141571,1401.7101022004204,34.55646972286651,True,-997.26806640625,-993.26806640625,-997.26806640625,-991.26806640625,17148,644.4219360351562,1302
388,1,3,1,12,9,4618.240585327148,5230.96441078186,0.8828659923222208,-1012.2877312915573,-537.8266534764974,-1015.0,-535.0,0.13206814686394805,0.18014156319290525,0.0,0.0,0.5,0.5,0.0,0.0,-935.3996398152007,1.3319196568545346,-935.3902967498748,2.1023626500140384,1786.84807509671,-563.6738082237761,True,-935.5779787394875,1.458121278495097,-935.4623188340464,1.3868743167211417,1434.845998755143,27.654429211553477,True,-937.76806640625,-932.76806640625,-939.76806640625,-931.76806640625,17134,652.4336853027344,1243
389,1,3,1,6,8,1330.2192077636719,3882.0467834472656,0.34265924188127234,-1003.3218777810439,-374.1848648900884,-1005.0,-375.0,0.175420851423548,0.16830024483820955,0.0,0.0,0.5,0.5,0.0,0.0,-931.326738401922,0.9139125440167147,-931.3389013997278,1.34242552975514,690.7868089289417,-174.38154061887212,True,-931.7598234223725,1.8499848217447143,-932.0104514996758,2.7433642185818763,880.7597152974499,-152.73606287507104,True,-932.76806640625,-929.76806640625,-934.76806640625,-927.76806640625,17891,-0.079345703125,1305
390,1,3,1,7,8,1678.1726684570312,3809.6603240966797,0.44050453995657685,-942.8787993430558,-325.67190593326154,-945.0,-325.0,0.21865589577299666,0.1815168039314225,0.0,0.0,0.5,0.5,0.0,0.0,-916.9296341733434,1.109542898578633,-917.7451442379969,0.24069661377833143,1467.6665642595094,333.4348654347258,True,-916.8989537684466,1.9024871647306907,-917.0085455799531,2.714364821274782,812.6192588465885,-118.23399849415684,True,-918.26806640625,-915.26806640625,-920.26806640625,-913.26806640625,17724,652.9354858398438,1537
391,1,2,1,5,6,1219.206283569336,1635.3562622070312,0.745529467642683,-980.4470780095187,-424.75,-985.0,-425.0,0.2443343261261139,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-869.9488353799252,0.7449855954276359,,,,,False,-870.1450367545153,1.0179718195221905,-870.1021505724948,0.9728757677644472,654.2031297736198,7.068873610372438,True,-870.76806640625,-868.76806640625,-872.76806640625,-867.76806640625,17519,654.5719604492188,1379
392,1,4,1,24,12,6854.906295776367,8904.302085876465,0.7698420639444903,-998.940061488062,-446.46028731949093,-995.0,-445.0,0.242708415154198,0.24682565305653362,0.0,0.0,0.5,0.5,0.0,0.0,-834.0443513725074,1.745755730442923,-834.0485340335368,2.6057774061874457,1869.9302767863064,-479.5724826118212,True,-833.9272652015306,2.2195561934233656,-833.97735579302,2.230814010040815,1550.4878377117814,24.52682736610293,True,-837.26806640625,-830.26806640625,-839.26806640625,-828.26806640625,17186,642.0664934101036,1334
393,1,3,1,9,8,3736.035934448242,4601.944123268127,0.8118386130675246,-980.4219015422547,-502.72946729539353,-985.0,-505.0,0.23748817001651137,0.09922076569338646,0.0,0.0,0.5,0.5,0.0,0.0,-825.4987342976488,0.9616722873462145,-825.6671509689289,1.2508829364299026,1312.2096420966702,27.319123042724964,True,-825.5724228509243,1.2513583708358222,-825.5915239363222,1.406100885491497,1454.7417510496189,-62.70592599874924,True,-826.76806640625,-823.76806640625,-828.76806640625,-821.76806640625,17517,658.6738891601561,1370
394,1,4,1,16,9,4646.15673828125,5557.001899719238,0.8360905434486161,-870.9351243776621,-333.385157882481,-875.0,-335.0,0.24143560968976463,0.22206145105297082,0.0,0.0,0.5,0.5,0.0,0.0,-819.1057501452989,1.3334600765762412,-819.1576246028995,3.3897202683766943,3418.9743950747215,-2239.2621366952603,True,-819.2948887698822,1.6427494097700726,-819.2631351097808,1.77851935044735,1333.5629323822334,-36.28823875826832,True,-821.26806640625,-816.26806640625,-823.26806640625,-815.26806640625,17272,653.1715371415526,1759
395,1,2,1,8,5,20978.095489501953,21295.29864501953,0.9851045453362653,-895.25,-551.0294187906713,-895.0,-555.0,0.0,0.248263035418954,0.0,0.0,0.0,0.5,0.0,0.0,-803.3987673497141,0.7658674455793131,-803.3597940232527,0.8133913729556054,10434.070674429891,27.958562012276634,True,-803.3889938560197,0.8098573026176277,-803.3765223550139,0.8131341343586538,10410.42395742305,20.450597230757765,True,-805.26806640625,-802.26806640625,-805.26806640625,-801.26806640625,13303,-32.03817874980354,1660
396,1,4,1,15,8,3796.5657348632812,4170.106918334961,0.9104240752606825,-758.5824931679668,-573.0394910156407,-755.0,-575.0,0.2359976212566396,0.24686121543018158,0.0,0.0,0.5,0.5,0.0,0.0,-797.5353813855935,1.0999135039579762,-797.5353420017974,1.4435156805798572,1434.941946976255,-194.85924513331165,True,-797.4666861637814,1.3350583478159184,-797.432873226456,1.2345616371637296,1238.5016303823813,42.648263591755395,True,-799.76806640625,-795.76806640625,-800.76806640625,-793.76806640625,17568,652.0852661132812,2197
397,1,3,1,5,7,964.9086761474609,3267.9156494140625,0.2952673139897198,-856.6712205877783,-461.6330567844348,-855.0,-465.0,0.18216341652715326,0.2116504006985745,0.0,0.0,0.5,0.5,0.0,0.0,-693.1967982310553,0.8034442837736505,,,,,False,-692.3939636303301,1.7095130780794308,-692.1189550096727,3.7635307028665923,1255.1404607315985,-618.8991305920971,True,-693.76806640625,-691.76806640625,-695.76806640625,-689.76806640625,17904,-0.086273193359375,1845
398,1,3,1,5,7,1957.5821533203125,4557.037170410156,0.4295734443491757,-948.2079785557185,-382.71017861317483,-945.0,-385.0,0.13872606230002862,0.13536968111031603,0.0,0.0,0.5,0.5,0.0,0.0,-664.1927127586085,0.8462460036416085,,,,,False,-664.1437964799442,1.513291552263153,-664.1445328587512,1.7453559665968081,1142.8661424113761,-32.880793173269566,True,-665.26806640625,-663.26806640625,-667.26806640625,-661.26806640625,17986,-22.718994140625,1529
399,1,4,1,17,11,4268.719314575195,5934.0379066467285,0.7193616525087906,-811.6103709872506,-546.4048741726813,-815.0,-545.0,0.22431728683571933,0.23119488959950726,0.0,0.0,0.5,0.5,0.0,0.0,-659.0241465139618,1.6362480718421175,-658.9484432232983,1.4301760678643638,739.5963724810006,236.65617034465936,True,-658.8493795349842,2.116031876458599,-658.7450398615441,2.205249181145515,1069.1652195570457,9.888225501519113,True,-662.26806640625,-656.26806640625,-664.26806640625,-654.26806640625,17596,651.2781664827506,1991
400,1,6,1,15,11,4327.142883300781,6920.332489013672,0.6252796220658918,-944.7171860914428,-358.78724985210357,-945.0,-355.0,0.2320750638504665,0.2023578306073473,0.0,0.0,1.0,1.0,0.0,0.0,-634.9600814455099,1.607426422174414,-634.9769080913153,96.04455587175383,1311207.344962342,-1310301.8515936057,True,-634.6140262461207,2.1627319403180127,-634.6543556670088,2.4213944555646045,1251.2457419618693,-45.88648494539452,True,-637.76806640625,-631.76806640625,-639.76806640625,-629.76806640625,17900,-0.43718400137171415,1531
401,1,3,1,7,7,1243.3566436767578,3462.6360473632812,0.35907806268682085,-891.4780160694372,-374.6896556191873,-895.0,-375.0,0.24903153775578313,0.16288261451324407,0.0,0.0,0.5,0.5,0.0,0.0,-633.9227071328725,1.0473420369734092,-630.7680660000001,134.1689105052499,440861.001345966,-440384.89278870414,True,-635.2421043400526,1.7778036559232522,-635.9149670898942,2.8940901476434457,681.6531829772737,-27.941374538834385,True,-635.76806640625,-632.76806640625,-637.76806640625,-631.76806640625,17968,-5.40777587890625,1682
402,1,5,1,14,10,4417.723449707031,5880.937782287598,0.7511937063868414,-1021.5016692270892,-394.70428934970295,-1025.0,-395.0,0.24999442729973945,0.20289074973548835,0.0,0.0,0.5,1.0,0.0,0.0,-599.4781464696863,1.3127246973798192,-599.463068829006,92.80972007746111,2343321.495413,-2342183.360360284,True,-599.755881243678,1.7614341412258938,-599.7005719826936,1.8337655108999056,1299.8520340369482,-5.097175021138823,True,-601.76806640625,-596.76806640625,-603.76806640625,-594.76806640625,18226,-40.364965583409266,1224
