cluster_id,event_id,n_pixel_triggered,n_tile_triggered,n_pixel_time_samples,n_tile_time_samples,pixel_charge,tile_charge,charge_ratio_pixel_over_tile,pixel_centroid_x,pixel_centroid_y,tile_centroid_x,tile_centroid_y,pixel_width_x,pixel_width_y,tile_width_x,tile_width_y,pixel_span_x,pixel_span_y,tile_span_x,tile_span_y,pixel_time_mean,pixel_time_width_moment,pixel_time_gauss_mean,pixel_time_gauss_sigma,pixel_time_gauss_amp,pixel_time_gauss_baseline,pixel_time_gauss_success,tile_time_mean,tile_time_width_moment,tile_time_gauss_mean,tile_time_gauss_sigma,tile_time_gauss_amp,tile_time_gauss_baseline,tile_time_gauss_success,pixel_time_min,pixel_time_max,tile_time_min,tile_time_max,dominant_segment_id,drift_length,matched_tile_global_rows
2021,6,4,1,12,9,5428.4769287109375,6207.326166152954,0.8745274186349522,-794.0402981230101,-474.28763871994573,-795.0,-475.0,0.246730746527199,0.13191924322746998,0.0,0.0,0.5,0.5,0.0,0.0,-1543.6465090804809,1.067963539689914,-1543.6000380975906,0.9845340638557863,1731.340354587743,238.01588420007846,True,-1543.674606685117,1.2916754420083916,-1543.6940899612853,1.345939657734056,1902.911904480458,-23.162081266541673,True,-1545.58349609375,-1541.58349609375,-1547.58349609375,-1539.58349609375,61747,-31.253197034618854,7418
2022,6,4,1,14,11,5720.39860534668,7778.413101196289,0.7354197483374733,-941.0244352872274,-447.77789448774723,-945.0,-445.0,0.24880296770358426,0.11475687964970802,0.0,0.0,0.5,0.5,0.0,0.0,-1498.256900686389,1.4516023876462463,-1498.372375183786,1.5020029093101857,1446.0743864525173,54.812839986275705,True,-1498.2307935342794,1.9228877220515406,-1498.2893558291944,1.7985376073429011,1598.080015324439,53.536245413870255,True,-1501.08349609375,-1495.08349609375,-1503.08349609375,-1493.08349609375,60973,-23.087371826171875,6877
2023,6,4,1,22,10,8256.555221557617,8475.26417350769,0.9741944383711694,-991.5649836390339,-488.4594951176849,-995.0,-485.0,0.24140655885438528,0.24669688791844122,0.0,0.0,0.5,0.5,0.0,0.0,-1488.8138334607231,1.2671442357190947,-1488.8716994849071,1.3370886759660263,2374.893686386907,82.40846926692642,True,-1488.8345722195568,1.5236594041180804,-1488.8375352033468,1.3668995472082701,2279.5547289026504,66.6652460866711,True,-1491.08349609375,-1486.08349609375,-1493.08349609375,-1484.08349609375,61312,-29.946605611704566,6735
2024,6,4,1,6,8,1087.2135772705078,3007.1494903564453,0.3615429099075608,-1026.5099251800966,-485.46982931786727,-1025.0,-485.0,0.24980290390636048,0.24817278243120103,0.0,0.0,0.5,0.5,0.0,0.0,-1487.7466591212226,0.8747528695176012,-1487.8366517346599,0.38567577162314276,520.0132255861286,145.8607546593098,True,-1487.2726616194768,1.764785243163799,-1487.1649645325003,2.1248339315776024,649.854790137029,-29.781959473759514,True,-1489.08349609375,-1486.08349609375,-1491.08349609375,-1484.08349609375,62057,-34.631103515625,6654
2025,6,2,1,8,6,4300.624786376953,4743.147922515869,0.9067026490912828,-918.75,-435.4332842706805,-915.0,-435.0,0.0,0.24093362459682083,0.0,0.0,0.0,0.5,0.0,0.0,-1426.6386589238464,0.852247025659715,-1426.6760401440254,0.5583560546861984,1753.5722832230742,463.8138133660338,True,-1426.6899866229326,0.8748738584787935,-1426.74521897334,0.8352198940850625,2165.4082141368276,35.09484536143394,True,-1428.08349609375,-1425.08349609375,-1429.08349609375,-1424.08349609375,62052,-27.141754150390625,6998
2026,6,4,1,14,6,5943.394546508789,6102.800224304199,0.9738799121818568,-856.918932640256,-412.0566076812287,-855.0,-415.0,0.23649119050005482,0.24350681802757074,0.0,0.0,0.5,0.5,0.0,0.0,-1389.9578891744986,0.8714122337949586,-1390.0715624172578,1.175643172540301,2695.9944384626265,-288.23836176962715,True,-1390.0932107961723,0.9479792392105723,-1390.0921077943594,0.990230840458585,2535.240094830595,-27.018099968886855,True,-1391.08349609375,-1388.08349609375,-1392.08349609375,-1387.08349609375,61077,-83.736572265625,7203
2027,6,3,1,14,11,3593.056442260742,5330.738552093506,0.6740260110580109,-984.7014475273627,-403.0438207436067,-985.0,-405.0,0.14805030806944464,0.2461295236857059,0.0,0.0,0.5,0.5,0.0,0.0,-1364.9604282786966,1.5957310015823518,-1364.9245803703782,3.192425871491178,1574.6547492754205,-797.9838500350414,True,-1364.4290030054972,2.101682642026965,-1364.2329972285947,2.042615063324949,959.4141583526989,43.21834774107809,True,-1368.08349609375,-1362.08349609375,-1370.08349609375,-1360.08349609375,61760,-19.974334716796875,6773
2028,6,4,1,16,11,8180.627532958984,9370.424865722656,0.8730263195305058,-1009.5927273887754,-545.315749699521,-1005.0,-545.0,0.23216724870424532,0.16897285809676227,0.0,0.0,0.5,0.5,0.0,0.0,-1325.423214463777,1.3233042743224879,-1325.396889809025,1.2863682269194436,2358.3405371431168,88.5977258938903,True,-1325.3029748643175,1.7858353571902619,-1325.363111107328,1.585928177821704,2126.66420548434,83.66263487293594,True,-1328.58349609375,-1322.58349609375,-1330.58349609375,-1320.58349609375,61021,-18.727482158433368,6704
2029,6,2,1,9,9,4171.653182983398,6514.541284561157,0.6403602342454747,-981.379502370362,-597.75,-985.0,-595.0,0.21904410800486002,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1296.4285390273478,1.2059631135185778,-1296.3754543790571,42.69849124798035,567121.4990437904,-565969.5279092607,True,-1295.8995799520183,1.6547280056416744,-1295.8690467595889,1.9147178506220928,1541.997288500443,-77.3428822281856,True,-1298.58349609375,-1294.58349609375,-1300.58349609375,-1292.58349609375,62049,-28.369851507557517,6758
2030,6,4,1,17,10,6566.658294677734,7598.565376281738,0.8641971174157411,-827.0962838156323,-350.65873228026516,-825.0,-355.0,0.2307150338562463,0.19314259810258783,0.0,0.0,0.5,0.5,0.0,0.0,-1288.5786437322263,1.4792274882164278,-1288.5448390995848,1.2797630289202069,1511.9276596678747,248.7207969172267,True,-1288.5270779581474,1.7667846419285593,-1288.5656839857368,1.8236851579991673,1681.873202166031,-3.421614466199715,True,-1291.58349609375,-1285.58349609375,-1292.58349609375,-1283.58349609375,61790,-19.167506919162857,7327
2031,6,3,1,5,7,1009.3998107910156,1880.771583557129,0.5366945245322795,-911.6766709004498,-317.4345556249479,-915.0,-315.0,0.17688242686668815,0.2412820626860617,0.0,0.0,0.5,0.5,0.0,0.0,-1261.0661541759075,0.6511103997398455,,,,,False,-1260.9215199739615,1.4218638248366346,-1260.897946284035,1.733696808039318,540.2358807306739,-52.683066884818324,True,-1262.08349609375,-1260.08349609375,-1264.08349609375,-1258.08349609375,62143,-21.958648681640625,7015
2032,6,2,2,9,14,2339.8876342773438,3240.5417881011963,0.7220667984807586,-830.4151943336622,-359.75,-835.0,-355.9718461179113,0.2351765272237043,0.0,0.0,2.9620898538386546,0.5,0.0,0.0,10.0,-1193.65497951934,1.1899413512166106,-1193.2851771821436,1.2281941949821935,583.3398076330889,137.48590926087027,True,-1193.6448838087572,1.6035945731613235,-1193.4365941934548,1.271604057232386,830.1253756391146,66.3445893402695,True,-1196.08349609375,-1192.08349609375,-1198.08349609375,-1190.08349609375,62161,-29.31536865234375,7277;7278
2033,6,3,1,6,6,1869.5313568115234,2653.029224395752,0.7046780109394851,-747.9322973151177,-384.70246211959983,-745.0,-385.0,0.24065815269739224,0.1466597767867367,0.0,0.0,0.5,0.5,0.0,0.0,-1170.8411878656184,0.6923040074272212,,,,,False,-1170.7808143643686,1.0014241555309134,-1170.842843719606,0.9653641216678732,1066.6264972646716,15.268754695200325,True,-1171.58349609375,-1169.58349609375,-1172.58349609375,-1167.58349609375,61656,-37.275543212890625,7594
2034,6,3,2,9,15,2214.798797607422,4447.999198913574,0.497931474031827,-960.3244000990871,-308.9491210979577,-964.1568049277582,-305.0,0.17794570744859944,0.2447679254456535,2.778663850228217,0.0,0.5,0.5,10.0,0.0,-1163.3737099107825,1.137154513382223,-1163.0307825968562,0.2399463081538519,3259.448054925887,282.32873712152514,True,-1163.3170124181213,1.9493278175011073,-1163.20360495183,1.9196422146630316,780.8285944171365,85.11975535275785,True,-1165.58349609375,-1161.58349609375,-1167.58349609375,-1159.58349609375,61492,-4.933849116203081,6831;6861
2035,6,4,1,12,8,3420.3714141845703,4865.747833251953,0.7029487617114375,-947.3232002402543,-586.0314809898298,-945.0,-585.0,0.17675362783793833,0.2480099741529364,0.0,0.0,0.5,0.5,0.0,0.0,-1127.3071969167174,1.1024963252848756,-1127.2981940355648,3.5570930429520766,4815.2337383006725,-3762.73964716122,True,-1127.3351672262845,1.3998212837902395,-1127.315434427827,1.5032888259248243,1375.1346950607744,-34.706959612387934,True,-1129.58349609375,-1125.58349609375,-1130.58349609375,-1123.58349609375,61521,-28.268524169921875,6865
2036,6,4,1,15,11,4588.117660522461,7281.451919555664,0.6301102735019422,-947.3626973718065,-377.2486141280877,-945.0,-375.0,0.20892100969303767,0.13242244688038296,0.0,0.0,0.5,1.0,0.0,0.0,-1095.7207574306506,1.6452279057358994,-1095.8171721429671,2.567078386120676,1295.3225205271206,-330.69237998204494,True,-1095.529912893279,2.1809802397028957,-1095.4490484084195,2.240146600619126,1268.8844088875821,22.9395804095415,True,-1098.58349609375,-1092.58349609375,-1100.58349609375,-1090.58349609375,60961,-21.66206244812424,6888
2037,6,4,1,12,9,3911.500045776367,5285.488548278809,0.7400451273421312,-859.2709865243341,-407.3252912744417,-855.0,-405.0,0.17674301952469768,0.17882075163077862,0.0,0.0,1.0,0.5,0.0,0.0,-1084.2656565979757,1.3614606682454777,-1084.2721711709457,111.76348210322868,2696081.5892545586,-2695111.0963858627,True,-1084.7237638994302,1.8326093200788673,-1084.650429977905,2.06825144761831,1119.575585894168,-39.524311765279904,True,-1086.58349609375,-1081.58349609375,-1088.58349609375,-1080.58349609375,61240,-13.96795654296875,7206
2038,6,4,2,10,9,58660.588302612305,58531.917882442474,1.002198294961533,-754.092326037532,-310.15276218301256,-755.0,-313.07801562486424,0.23232714605408983,0.19789824516965837,0.0,3.9402816920991235,0.5,0.5,0.0,10.0,-1012.7958022596658,0.6412655128309467,-1012.7152120391012,0.8144735011384026,18898.93173435281,-2259.62337349636,True,-1012.7988888799084,0.6418932779184217,-1012.716640491546,0.7400086041332119,17373.756780412754,-564.9307220180277,True,-1014.08349609375,-1011.58349609375,-1014.08349609375,-1010.08349609375,59852,-15.375111655781323,7577;7579
2039,6,3,1,7,7,3637.568389892578,4659.857196807861,0.7806179967026499,-895.7123175820371,-449.03422665770694,-895.0,-445.0,0.13198956154906502,0.2476459890694996,0.0,0.0,0.5,0.5,0.0,0.0,-959.693120807921,0.7208677535255347,,,,,False,-959.6949477799001,0.9619663287655149,-959.6542960926732,1.0121365044403605,1940.356352957829,-37.3244587855351,True,-960.58349609375,-958.58349609375,-962.58349609375,-956.58349609375,61660,-40.906585693359375,7057
2040,6,3,1,14,10,7892.438583374023,8488.11176776886,0.9298226507034542,-963.2863190551491,-488.8260907327815,-965.0,-485.0,0.12977077408887064,0.17959834847657963,0.0,0.0,0.5,0.5,0.0,0.0,-942.4686406484838,1.3074374395022725,-942.4914394704798,1.25561249591466,2339.6485971015404,80.07673610054069,True,-942.59965291633,1.4091785391620526,-942.6114811756779,1.3129176646770164,2474.485680346316,37.020540423887404,True,-945.58349609375,-939.58349609375,-947.58349609375,-937.58349609375,60926,-29.62505227498974,6818
2041,6,3,1,9,8,3849.088165283203,4739.336380004883,0.8121576222195137,-942.1901567548771,-572.7092862771938,-945.0,-575.0,0.16229728455711015,0.13674521629066785,0.0,0.0,0.5,0.5,0.0,0.0,-878.7649196892725,0.9304318510630788,-878.6533710036227,0.8038685579260332,1616.772767949644,120.26640996885904,True,-878.7873197981975,1.2353924542015406,-878.6680981254148,1.0115590168214248,1698.6696583980581,54.42902321367436,True,-881.08349609375,-877.08349609375,-883.08349609375,-876.08349609375,62094,-16.396728515625,6867
2042,6,2,1,6,6,4182.475646972656,4608.473335266113,0.9075620802590891,-812.3444418596877,-425.25,-815.0,-425.0,0.19570811169328453,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-843.5844729173149,0.7501033731096834,-843.5743336888872,0.24079649520483126,12382.002085816806,326.9190069284742,True,-843.5231038866655,0.8628198088844878,-843.5314567811284,0.7386253136871278,2340.644260513163,47.450623604982866,True,-845.08349609375,-842.08349609375,-846.08349609375,-840.08349609375,61804,-27.257537841796875,7362
2043,6,4,1,12,10,3354.5503845214844,4516.000137329102,0.7428145001132499,-948.948091830321,-358.2948098325841,-945.0,-355.0,0.2445517162494912,0.14281804926497757,0.0,0.0,0.5,0.5,0.0,0.0,-840.4271623658426,1.3311200206555194,-840.3943310606452,2.6244911894787912,1760.7054726393533,-886.1621199898415,True,-840.5610323119596,1.8394390488292574,-840.3302378879337,1.6197023226406784,955.6499556714734,64.36202738028446,True,-843.08349609375,-838.08349609375,-845.08349609375,-836.08349609375,61264,-40.488525390625,6892
2044,6,3,2,7,15,2811.723373413086,3931.5228366851807,0.7151741170563208,-939.8245667194136,-310.7117640239992,-938.1379526458225,-315.0,0.17810997743725537,0.1328758749347423,4.640342622134762,0.0,0.5,0.5,10.0,0.0,-836.3470870767701,0.8853691524299571,-836.1864810920373,0.66475192498142,1029.0255678484189,275.90718809624707,True,-836.4214665239246,1.337760883961459,-836.2847351592385,1.038962721651827,1227.9782990705012,91.73574893742351,True,-838.08349609375,-835.08349609375,-840.08349609375,-833.08349609375,61395,-37.67572021484375,6903;6942
2045,6,4,1,14,9,4873.065292358398,5487.3323402404785,0.8880572544554208,-1034.366449215449,-419.58926917272703,-1035.0,-415.0,0.2113390355467158,0.2335187675554779,0.0,0.0,0.5,0.5,0.0,0.0,-731.7105939225104,1.0598489746360582,-731.6868950143075,68.50905919315552,2812443.967697344,-2810867.039781973,True,-731.6826664456769,1.407879512066698,-731.7567765293958,1.3043593588966096,1579.8777312594482,36.02617676423414,True,-733.58349609375,-729.58349609375,-735.58349609375,-727.58349609375,62162,-28.807556152343746,6622
2046,6,4,1,11,9,2458.5545349121094,3652.184280395508,0.6731737355393972,-840.6276347607924,-507.4817364414686,-845.0,-505.0,0.21496364305964685,0.24933199239121323,0.0,0.0,0.5,0.5,0.0,0.0,-691.6867156547547,1.1386528861041172,-691.6347679200837,0.639046343287926,668.605410065462,277.38601595005576,True,-691.4796987391956,1.9411968117437952,-691.6327448603317,1.6909043797901089,627.2516755749238,112.4526527766142,True,-693.58349609375,-689.58349609375,-695.58349609375,-687.58349609375,62044,-24.397735595703125,7229
2047,6,4,2,17,22,4307.36701965332,7616.236402511597,0.5655505937595221,-869.5790705927382,-327.3624559489603,-866.4094758973724,-325.0,0.23716627366476026,0.2087621470084632,3.4796747934901706,0.0,0.5,0.5,10.0,0.0,-660.6465231331413,1.8280122535894545,-660.9374911195107,1.4596714980694723,389.80400694144515,415.15717084037016,True,-660.5783099894717,2.234860975980362,-660.5309799218796,2.6680922611616475,1373.9172986485037,-111.07082028625906,True,-663.58349609375,-657.58349609375,-665.58349609375,-655.58349609375,61444,-27.47236740968302,7150;7182
2048,6,2,1,7,7,2308.483383178711,2863.4248657226562,0.8061965972332603,-967.25,-362.0912515253033,-965.0,-365.0,0.0,0.23275128169320122,0.0,0.0,0.0,0.5,0.0,0.0,-578.0154757892419,0.8951357186111232,-578.2402456932842,1.1784207885990037,934.6644098214338,-23.48046645190441,True,-578.0778736459673,1.2676956490240194,-578.0617512724716,0.9183702443608597,946.1304757004987,97.93789655820072,True,-579.08349609375,-576.08349609375,-581.08349609375,-575.08349609375,61806,-23.7587890625,6824
2049,6,2,1,11,9,3435.740936279297,5231.657409667969,0.6567213154917475,-1018.75,-508.9854424261975,-1015.0,-505.0,0.0,0.24957579418883014,0.0,0.0,0.0,0.5,0.0,0.0,-534.9997659642365,1.4657703611890196,-535.3298727644844,106.64411257561056,1245573.617492092,-1244810.8006026363,True,-534.9678743346685,1.779153974103986,-534.9607363435233,2.2925164506120774,1259.5385983120132,-184.16959227506868,True,-537.08349609375,-532.08349609375,-539.08349609375,-531.08349609375,62083,-19.93242629829277,6679
2050,6,2,1,6,8,1734.948257446289,3654.1213912963867,0.4747921789294402,-887.25,-542.576373020411,-885.0,-545.0,0.0,0.2380486541724204,0.0,0.0,0.0,0.5,0.0,0.0,-522.5366687760021,0.9432540269967055,-522.470058104499,0.5774434191992069,480.88542042716944,260.11686875633785,True,-522.6572853206131,1.6411798154190425,-522.5998889105906,1.5964429398174262,810.6801193108006,55.661079719936346,True,-524.08349609375,-521.08349609375,-526.08349609375,-519.08349609375,61271,-21.361175537109375,7086
2051,6,4,1,9,8,1693.0272979736328,3462.5140647888184,0.4889589663159656,-841.6401534557891,-389.47203326944606,-845.0,-385.0,0.2070193440970062,0.24843079918182812,0.0,0.0,0.5,0.5,0.0,0.0,-508.7729180128066,1.2205645581968165,-508.64914541252557,0.24212790307631188,1763.1607999861844,245.01987341326304,True,-509.0401515344408,1.6364832401556129,-508.9483952199123,1.8620601169900215,805.8722671047101,-18.759276362346377,True,-511.08349609375,-507.08349609375,-513.08349609375,-506.08349609375,61219,-18.021728515625,7245
2052,6,3,1,5,7,952.4149780273438,2837.042465209961,0.3357069870143302,-961.5095716955389,-307.16866988260404,-965.0,-305.0,0.24981669808984378,0.18452769630152285,0.0,0.0,0.5,0.5,0.0,0.0,-493.72422378235154,0.7910937824619073,,,,,False,-493.3786989517962,1.6914348969237274,-493.3084483890547,1.8711214529197544,510.17571138201754,84.35296073135429,True,-494.58349609375,-492.58349609375,-496.58349609375,-490.58349609375,61628,-12.284088134765625,6832
2053,6,2,1,5,7,1210.416244506836,3059.2374725341797,0.39565945938291736,-940.6244129387651,-562.25,-945.0,-565.0,0.2168442313455044,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-468.9726226241356,0.7262619261893102,,,,,False,-469.43571986119053,1.6235922776212806,-469.61235072802384,2.4321222509425966,813.4909262170273,-160.28104409726592,True,-470.08349609375,-468.08349609375,-472.08349609375,-466.08349609375,61275,-24.71923828125,6870
2054,6,3,1,7,6,2519.862319946289,2584.293109893799,0.9750683118331892,-782.1833851310732,-567.2144196401833,-785.0,-565.0,0.16991142898950515,0.12854655928364245,0.0,0.0,0.5,0.5,0.0,0.0,-449.17999377900753,0.881441145713329,-449.2597252869622,0.595534965759216,910.2110001962503,290.67692006096297,True,-449.24071668492223,1.0292263400668014,-449.2101686786135,1.1014125017890668,959.6616550227097,-0.7588183007040082,True,-450.58349609375,-447.58349609375,-452.58349609375,-447.58349609375,61944,-31.6392822265625,7443
2055,6,3,1,6,8,1095.6644287109375,2727.581497192383,0.4016981453491865,-821.831289148135,-508.41161199097604,-825.0,-505.0,0.1844902394789315,0.23385371466107693,0.0,0.0,0.5,0.5,0.0,0.0,-441.83245184174154,0.90462419490802,-442.1304515942738,0.4647048002635538,425.55612005817954,146.6651942281305,True,-441.8794065147418,1.7848569385426645,-442.23445716612775,1.266607597489853,469.7119232100949,155.17130055712974,True,-443.08349609375,-440.08349609375,-445.08349609375,-438.08349609375,61431,-5.64996337890625,7306
2056,6,4,1,13,7,5533.420440673828,6441.892852783203,0.8589743057094047,-761.3714947457196,-564.4225233035406,-765.0,-565.0,0.2144443975074538,0.23769173630090695,0.0,0.0,0.5,0.5,0.0,0.0,-361.2373663273256,0.9310462799793218,-361.23922972290796,0.7883653328730832,2291.0981810952585,202.823541453346,True,-361.11290181372135,1.2027059413945074,-361.1973157988915,1.0963712166090114,2133.0142899387147,85.58367322557548,True,-363.58349609375,-359.58349609375,-363.58349609375,-357.58349609375,61112,-23.763086307394172,7508
2057,6,2,1,10,10,3413.7542877197266,5305.460845947266,0.6434416136210721,-833.5154943539065,-407.25,-835.0,-405.0,0.24951938801828671,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-336.5878062364156,1.2562128132194739,-336.584248628958,1.0086215893071764,942.3373839054642,172.66099281499385,True,-336.3820447204025,1.81244335416596,-336.4918200431472,1.6263700077928414,1131.6221105492027,70.05782823527007,True,-339.08349609375,-334.08349609375,-341.08349609375,-332.08349609375,61532,-28.358001708984375,7271
2058,6,2,1,6,6,1570.8897399902344,2085.8110275268555,0.7531313811552895,-784.25,-373.09125255962056,-785.0,-375.0,0.0,0.23275087618030318,0.0,0.0,0.0,0.5,0.0,0.0,-333.6847416810424,0.9130510449884751,-333.78235395411843,0.6511397007117858,493.8703852643654,191.49537207012918,True,-333.70627765409176,1.2633855871746726,-333.8358561888963,1.0194364574281385,572.6540935258155,104.47099769115843,True,-335.08349609375,-332.08349609375,-336.08349609375,-331.08349609375,61495,-12.73699951171875,7464
2059,6,2,1,8,7,4756.607208251953,5542.781814575195,0.8581624475536936,-881.75,-572.8867452230385,-885.0,-575.0,0.0,0.22287520161602944,0.0,0.0,0.0,0.5,0.0,0.0,-286.5894270207433,0.9702560820266756,-286.59965433844013,1.5640114562829863,2700.193024732588,-945.917921785417,True,-286.65134867000836,1.1631217243890508,-286.6386401196715,1.1195870378214412,1908.5431493500314,27.628702333698524,True,-288.58349609375,-284.58349609375,-289.58349609375,-283.58349609375,61775,-12.6475830078125,7077
2060,6,3,1,11,10,3677.991409301758,5150.516624450684,0.7141014537923224,-791.942874301034,-449.2709890008476,-795.0,-445.0,0.24338581412571397,0.10026944832399412,0.0,0.0,0.5,0.5,0.0,0.0,-285.04779414663807,1.2601707097982948,-285.0230577131924,1.3481549399598496,1086.6812892211788,14.97251580302897,True,-284.77466603684996,1.7939126712649713,-284.8209226642625,1.5775234162206233,1142.9961207589367,63.7488980787357,True,-287.58349609375,-282.58349609375,-289.58349609375,-280.58349609375,61892,-25.848663330078125,7423
2061,6,3,1,10,9,2385.273162841797,4322.978202819824,0.55176617853079,-811.2133906870583,-374.42369792600573,-815.0,-375.0,0.13024751313091587,0.23807140421347242,0.0,0.0,0.5,0.5,0.0,0.0,-258.283098314208,1.1924456496064186,-258.1524473655291,56.549143461832884,531820.2740500489,-531161.520213409,True,-258.6057206832594,1.9484508870634991,-258.45687523042767,2.557939810540769,932.3397732938527,-132.74191719274725,True,-260.58349609375,-256.58349609375,-262.58349609375,-254.58349609375,61144,-23.2078857421875,7366
2062,6,4,2,5,7,1440.7779235839844,1574.458396911621,0.9150943120568586,-939.1117857873386,-449.93454777278316,-935.0,-448.2302400207948,0.22361560265128005,0.2412799327593451,0.0,4.676317954973063,0.5,0.5,0.0,10.0,-246.4778284247621,0.3828321529588212,,,,,False,-246.60435876280775,0.5801644737406222,-246.56850066092545,0.6817616051546962,554.8321408846853,-43.63173867010094,True,-247.08349609375,-246.08349609375,-248.08349609375,-245.08349609375,55204,107.97555541992188,6923;6925
2063,6,3,1,8,8,1438.4157409667969,4606.149139404297,0.31228162559079103,-924.0402328673223,-324.6990768469992,-925.0,-325.0,0.2467413957710078,0.15122304384200874,0.0,0.0,0.5,0.5,0.0,0.0,-244.89727536781,0.9108927859730761,-245.1196151522398,0.7173231443230471,498.9140955767713,138.2978247759611,True,-244.60709300060276,2.026967272253634,-244.60824762438352,1.8479248645781892,486.2309949446423,302.24387757103233,True,-246.08349609375,-243.08349609375,-248.08349609375,-241.08349609375,60954,-24.300709987138827,6974
2064,6,5,1,12,11,2639.513916015625,6059.1591796875,0.4356237949424127,-961.7830119660649,-323.04861712454084,-965.0,-325.0,0.22219418657610093,0.24522719099108875,0.0,0.0,1.0,0.5,0.0,0.0,-213.38419799897102,1.7295979497948863,-213.27486815347925,92.37840645411063,519694.1132846232,-519192.36948442325,True,-213.20157216758597,2.4591175789562754,-213.1670905296496,5.146067816029653,1808.3059166178207,-963.2464577741534,True,-216.58349609375,-210.58349609375,-218.58349609375,-208.58349609375,61120,-24.149199516869476,6828
2065,6,3,1,15,11,5356.582946777344,7053.375022888184,0.7594354375593593,-1000.8105134263016,-575.109839548904,-1005.0,-575.0,0.16307923959848605,0.22457798978653343,0.0,0.0,0.5,0.5,0.0,0.0,-206.0377993788012,1.4807003068889495,-206.0029046285623,2.3641272510159954,1925.5467518212795,-643.1475528201324,True,-206.16240542991915,1.8333429879680363,-206.14971291597044,1.7815765858031665,1527.696511971635,22.106616475737287,True,-209.08349609375,-203.08349609375,-211.08349609375,-201.08349609375,61183,-17.96898021049893,6703
2066,6,4,1,15,10,4164.403167724609,4530.999244689941,0.9190915607865173,-911.1064211917378,-317.1873812240809,-915.0,-315.0,0.22621788158567532,0.16549403875043345,0.0,0.0,0.5,0.5,0.0,0.0,-191.6860006980029,1.6018480060784213,-191.50849235877493,2.178742581303602,1024.8937325532197,-110.83951242967309,True,-191.87342075945244,1.8396860190629547,-191.6655775405735,1.4457238347721793,968.8189937668,102.16132770875195,True,-195.08349609375,-189.08349609375,-196.08349609375,-187.08349609375,61008,13.25982666015625,7016
2067,6,2,1,8,8,2267.189987182617,2800.443338394165,0.8095825243451178,-1033.1063961573338,-489.25,-1035.0,-485.0,0.2262296569961853,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-172.3772014190512,1.1271662713577828,-172.46919412564515,1.01971969273311,637.2102696699976,133.22356406091512,True,-172.57596831269595,1.367221657962663,-172.64578820797416,1.6165145139805763,824.2038756016264,-62.39952418662874,True,-174.08349609375,-170.08349609375,-176.08349609375,-169.08349609375,61585,-32.505126953125,6616
2068,6,2,1,8,8,4265.931304931641,4968.354385375977,0.8586205761586025,-820.25,-396.09798257067695,-825.0,-395.0,0.0,0.22999873009114866,0.0,0.0,0.0,0.5,0.0,0.0,-109.01275766942511,1.0396229736177964,-109.02935493443024,49.12847812974323,1345284.1754765161,-1343872.9946647424,True,-109.04670386690478,1.2778202571122441,-109.09084439683734,1.4043318563725065,1536.3310590400026,-50.871562893962505,True,-111.08349609375,-107.08349609375,-112.08349609375,-105.08349609375,61803,-27.58404541015625,7318
2069,6,3,2,5,8,1104.4090881347656,3414.1547107696533,0.3234795086031115,-979.1815700614853,-386.1037845754697,-975.0431311034189,-385.0,0.17184968074514964,0.22743957855785857,0.6553249133876466,0.0,0.5,0.5,10.0,0.0,-68.58097650763061,0.8385579481347046,,,,,False,-69.20357771390186,1.64350739664297,-69.57754187778231,2.8219951246153934,949.7319637503772,-240.98012843130022,True,-69.58349609375,-67.58349609375,-71.58349609375,-65.58349609375,61870,-43.154449462890625,6776;6808
2070,6,3,2,7,13,2472.215850830078,3384.5306425094604,0.7304456989631666,-896.7195508101024,-378.11223102853444,-895.6069661123879,-375.60696611238785,0.11957191051145614,0.22339247130130951,2.3877297297414892,2.3877297297414892,0.5,0.5,10.0,10.0,-48.11197813640844,0.7360041542652992,,,,,False,-48.009136631984056,1.0537301362250187,-48.010300204524874,0.9582957418053896,1298.3484244861716,38.03299262448924,True,-49.08349609375,-47.08349609375,-51.08349609375,-45.08349609375,61503,-17.6820068359375,7035;7065
2071,6,5,1,16,10,4191.337051391602,6090.97200012207,0.6881228564681634,-766.0420496251932,-301.18526274324523,-765.0,-305.0,0.24643828643519933,0.2166431963786098,0.0,0.0,0.5,1.0,0.0,0.0,13.280499838804586,1.403273049137742,13.260303518048667,78.98594155177227,1301698.9341582065,-1300693.6199564056,True,13.611247278855352,1.9000529464598828,13.576220597575,2.3985401376858078,1349.7843582821615,-173.08248196924802,True,10.91650390625,15.91650390625,8.91650390625,17.91650390625,61484,-26.228921668602194,7529
2072,6,4,1,5,7,900.7501220703125,3069.2748413085938,0.29347326930366235,-1034.4287662226782,-353.425458907066,-1035.0,-355.0,0.23963670204804718,0.23862863504659754,0.0,0.0,0.5,0.5,0.0,0.0,92.61885173510629,0.7296550307254249,,,,,False,93.03740585150229,1.7801692183825746,93.14778103041537,3.6375109723909635,949.1913544312041,-383.2207368514087,True,91.91650390625,93.91650390625,89.91650390625,95.91650390625,61228,-8.849456787109375,6626
